source,target,context,text_index
tg,ta gueule,tg,2361
mevoie,m'envoie,mdr marie qui mevoie d msg en privé mdmdmmdmr,2363
d,des,mdr marie qui mevoie d msg en privé mdmdmmdmr,2363
msg,messages,mdr marie qui mevoie d msg en privé mdmdmmdmr,2363
mdmdmmdmr,mdr,mdr marie qui mevoie d msg en privé mdmdmmdmr,2363
jv,je vais,constance jv te niquer ta grand mere,2364
mere,mère,constance jv te niquer ta grand mere,2364
arrete,arrête,arrete de parler tu t'enfonce la emilie tg,2366
tg,ta gueule,arrete de parler tu t'enfonce la emilie tg,2366
t,tu,constance t a pas honte,2369
pd,pédé,et pd?,2370
c t,c'était,julie c t en train de s'appaiser arrete de parler stp meuf,2371
s'appaiser,s'apaiser,julie c t en train de s'appaiser arrete de parler stp meuf,2371
arrete,arrête,julie c t en train de s'appaiser arrete de parler stp meuf,2371
stp,s'il te plaît,julie c t en train de s'appaiser arrete de parler stp meuf,2371
tes,t'es,emilie tes vrm en mauvaise posture,2372
vrm,vraiment,emilie tes vrm en mauvaise posture,2372
ts,tous,comme toi ts les soirs,2373
ooooow,oh,ooooow gros FDB je vais te niker tout tes mort wallah grosse suceuse de bite que tu suce . je te revoi a la lib je te descent avec un gros calibre sa mere,2374
fdb,fils de bâtard,ooooow gros FDB je vais te niker tout tes mort wallah grosse suceuse de bite que tu suce . je te revoi a la lib je te descent avec un gros calibre sa mere,2374
niker,niquer,ooooow gros FDB je vais te niker tout tes mort wallah grosse suceuse de bite que tu suce . je te revoi a la lib je te descent avec un gros calibre sa mere,2374
revoi,revois,ooooow gros FDB je vais te niker tout tes mort wallah grosse suceuse de bite que tu suce . je te revoi a la lib je te descent avec un gros calibre sa mere,2374
a,à,ooooow gros FDB je vais te niker tout tes mort wallah grosse suceuse de bite que tu suce . je te revoi a la lib je te descent avec un gros calibre sa mere,2374
lib,liberté,ooooow gros FDB je vais te niker tout tes mort wallah grosse suceuse de bite que tu suce . je te revoi a la lib je te descent avec un gros calibre sa mere,2374
descent,descends,ooooow gros FDB je vais te niker tout tes mort wallah grosse suceuse de bite que tu suce . je te revoi a la lib je te descent avec un gros calibre sa mere,2374
sa,ça,ooooow gros FDB je vais te niker tout tes mort wallah grosse suceuse de bite que tu suce . je te revoi a la lib je te descent avec un gros calibre sa mere,2374
mere,mère,ooooow gros FDB je vais te niker tout tes mort wallah grosse suceuse de bite que tu suce . je te revoi a la lib je te descent avec un gros calibre sa mere,2374
trdc,trou du cul,sale trdc perdu,2375
vazi,vas-y,vazi je viens avec toi on va le défoncer,2376
repond,réponds,repond fatiquer grosse tapette quer tes je te souleve grosse kehba,2377
fatiquer,fatigué,repond fatiquer grosse tapette quer tes je te souleve grosse kehba,2377
quer,que,repond fatiquer grosse tapette quer tes je te souleve grosse kehba,2377
tes,tu es,repond fatiquer grosse tapette quer tes je te souleve grosse kehba,2377
souleve,soulève,repond fatiquer grosse tapette quer tes je te souleve grosse kehba,2377
kehba,pute,repond fatiquer grosse tapette quer tes je te souleve grosse kehba,2377
vazy,vas-y,vazy on va lui faire sucer des grosses bites vu quil aime  faire sa,2378
quil,qu'il,vazy on va lui faire sucer des grosses bites vu quil aime  faire sa,2378
sa,ça,vazy on va lui faire sucer des grosses bites vu quil aime  faire sa,2378
tchwin,tchoin,comme ta daronne la tchwin zebi tu me degoute gros crasseux que t va bouffer tes grosse bite,2379
zebi,putain,comme ta daronne la tchwin zebi tu me degoute gros crasseux que t va bouffer tes grosse bite,2379
degoute,dégoûtes,comme ta daronne la tchwin zebi tu me degoute gros crasseux que t va bouffer tes grosse bite,2379
t,tu,comme ta daronne la tchwin zebi tu me degoute gros crasseux que t va bouffer tes grosse bite,2379
degueu,dégueulasse,"vous êtes degueu,  tout le monde a le droit de faire  sa life",2380
life,vie,"vous êtes degueu,  tout le monde a le droit de faire  sa life",2380
tg,ta gueule,tg toi,2381
ftg,ferme ta gueule,ftg toi même,2382
voire,voir,franchement tu devrais aller voire un médecin,2383
tg,ta gueule,wallah tg keske tu ouvre ta bouche de suceuse,2384
keske,qu'est-ce que,wallah tg keske tu ouvre ta bouche de suceuse,2384
psy,psychologue,"et toi le psy,  pas supporter les autres c'est un problème dans ta tête",2385
c,c'est,c pas normale ton truc fdp,2386
fdp,fils de pute,c pas normale ton truc fdp,2386
g,gueule,et toi ta grande g,2387
vasy,vas-y,vasy tg jvai te faire manger le sol,2388
tg,ta gueule,vasy tg jvai te faire manger le sol,2388
jvai,je vais,vasy tg jvai te faire manger le sol,2388
c,c'est,c quoi normal  tringler toutes les meufs ?,2389
tringler,avoir des relations sexuelles,c quoi normal  tringler toutes les meufs ?,2389
vasi,vas-y,vasi vvien a la lib on va voire,2390
vvien,viens,vasi vvien a la lib on va voire,2390
a,à,vasi vvien a la lib on va voire,2390
lib,bibliothèque,vasi vvien a la lib on va voire,2390
voire,voir,vasi vvien a la lib on va voire,2390
la,là,va la ba vien on ce mange un tete,2391
ba,bas,va la ba vien on ce mange un tete,2391
vien,viens,va la ba vien on ce mange un tete,2391
ce,se,va la ba vien on ce mange un tete,2391
tete,tête,va la ba vien on ce mange un tete,2391
tg,ta gueule,tg  gros  ouf,2392
ouf,fou,tg  gros  ouf,2392
vien,viens,wallah vien la lib grosse tapette,2393
ouf,fou,gros ouf il ma dit et va niker tes mort aussi,2396
ma,m'a,gros ouf il ma dit et va niker tes mort aussi,2396
niker,niquer,gros ouf il ma dit et va niker tes mort aussi,2396
c,c'est,c un ouf lui on va le def,2397
ouf,fou,c un ouf lui on va le def,2397
def,défoncer,c un ouf lui on va le def,2397
wallah,je jure,wallah et toi t frustré,2398
t,t'es,wallah et toi t frustré,2398
motrs,morts,la con de tes motrs,2399
ké,que,ké fustré et retourne chez tra grande tante la grosse pute,2401
fustré,frustré,ké fustré et retourne chez tra grande tante la grosse pute,2401
tra,ta,ké fustré et retourne chez tra grande tante la grosse pute,2401
fdp,fils de pute,parle bien de la daronne gros fdp,2403
trd,trop,TRD PERDU WLH ATT QUE JTE VOIE,2405
wlh,wallah,TRD PERDU WLH ATT QUE JTE VOIE,2405
att,attends,TRD PERDU WLH ATT QUE JTE VOIE,2405
jte,je te,TRD PERDU WLH ATT QUE JTE VOIE,2405
ta,t'as,et wallah ta 10 ans zebiiii,2406
zebiiii,zebi,et wallah ta 10 ans zebiiii,2406
cut,vagin,on va lui enfoncer une bite dans le cut,2407
jvai,je vais,JVAI GAZER TOUTES TA DESCENDENCE,2408
j'te,je te,eh que moi aussi j'te vois et ferme ta bouche,2410
pti,petit,tu va faire quoi avec ton pti corp t solo ta pas dami,2411
corp,corps,tu va faire quoi avec ton pti corp t solo ta pas dami,2411
t,t'es,tu va faire quoi avec ton pti corp t solo ta pas dami,2411
ta,t'as,tu va faire quoi avec ton pti corp t solo ta pas dami,2411
dami,d'amis,tu va faire quoi avec ton pti corp t solo ta pas dami,2411
l'emener,l'emmener,on devrais l'emener dans un hopital c mieux,2412
hopital,hôpital,on devrais l'emener dans un hopital c mieux,2412
c,c'est,on devrais l'emener dans un hopital c mieux,2412
etes,êtes,"vous etes nuls ! chacun doit avoir le droit de faire ce qui lui plait  j""vous demande rien",2413
"j""vous",je vous,"vous etes nuls ! chacun doit avoir le droit de faire ce qui lui plait  j""vous demande rien",2413
come,comme,come sa personne et contaminer ptdr,2414
sa,ça,come sa personne et contaminer ptdr,2414
tes mort,tes morts,va bouffer tes mort ké tu parle avec moi,2415
ké,qu'est-ce que,va bouffer tes mort ké tu parle avec moi,2415
stooop,stop,stooop,2416
vien,viens,vien sucer grosse pute,2417
c,c'est,"c pas une maladie,  c vous les oufs  le monde est plein  de gens  diffferents   faut se respecter",2418
c,c'est,"c pas une maladie,  c vous les oufs  le monde est plein  de gens  diffferents   faut se respecter",2418
oufs,fous,"c pas une maladie,  c vous les oufs  le monde est plein  de gens  diffferents   faut se respecter",2418
diffferents,différents,"c pas une maladie,  c vous les oufs  le monde est plein  de gens  diffferents   faut se respecter",2418
pk,pourquoi,et toi aussi pk tu parle Jimmy wallah,2419
c,c'est,jimmy c sont mec c sur,2420
c,c'est,jimmy c sont mec c sur,2420
sur,sûr,jimmy c sont mec c sur,2420
stv,si tu veux,casse toi jimmy stv pas finir comme lautre fatfat,2421
lautre,l'autre,casse toi jimmy stv pas finir comme lautre fatfat,2421
fatfat,gros,casse toi jimmy stv pas finir comme lautre fatfat,2421
halala,ah la la,c'est pas bien Ellian stop halala,2422
wallah,je jure par dieu,wallah toi le babtou  pourquoi tu parles comme les autres ?,2424
babtou,blanc,wallah toi le babtou  pourquoi tu parles comme les autres ?,2424
degoute,dégoute,wallah me degoute gros trdc,2425
trdc,tête de cul,wallah me degoute gros trdc,2425
