source,target,context,text_index
perles,parles,ce que mon gosse sera ne te regarde pas qu'es ce que tu perles av ns la bouge de la,4281
av,avec,ce que mon gosse sera ne te regarde pas qu'es ce que tu perles av ns la bouge de la,4281
ns,nous,ce que mon gosse sera ne te regarde pas qu'es ce que tu perles av ns la bouge de la,4281
ahahah,rire,AHAHAH,4284
c,c'est,on n'y peut rien c comme ca,4285
ca,ça,on n'y peut rien c comme ca,4285
arreter,arrêter,non effectivement vous avez pas besoin de soan pour vous arreter il vous faut quelque choses de plus fors tels un psy,4286
psy,psychologue,non effectivement vous avez pas besoin de soan pour vous arreter il vous faut quelque choses de plus fors tels un psy,4286
groose,grosse,elle est groose on le dit ya rien de mechant,4288
ya,il y a,elle est groose on le dit ya rien de mechant,4288
mechant,méchant,elle est groose on le dit ya rien de mechant,4288
sincere,sincère,bah oui on est sincere nous,4290
na,n'a,elle na qua fait une regime,4291
qua,qu'à,elle na qua fait une regime,4291
regime,régime,elle na qua fait une regime,4291
focus,manières,"on fait pas les focus nous, hein michel",4293
port,porc,si zoé = port bh lucie = chienne,4296
bh,bah,si zoé = port bh lucie = chienne,4296
a,à,je préfère avoir une philosophie a la con plutôt qu'être une bouffonne sans cervelle qui réfléchie meme pas au conséquence de ces paroles,4297
meme,même,je préfère avoir une philosophie a la con plutôt qu'être une bouffonne sans cervelle qui réfléchie meme pas au conséquence de ces paroles,4297
derriere,derrière,michel que il est derriere son cula zoe donc ftg,4298
cula,cul à,michel que il est derriere son cula zoe donc ftg,4298
ftg,ferme ta gueule,michel que il est derriere son cula zoe donc ftg,4298
verite,vérité,oui on ne casse rien on lui dit la verite elle est grosse,4299
mere,mère,c'est ta mere la chienne michel,4300
:'),rire aux larmes,:') :') :') :') :') un tour de la ville sa tirais pour que tu maigris,4301
:'),rire aux larmes,:') :') :') :') :') un tour de la ville sa tirais pour que tu maigris,4301
:'),rire aux larmes,:') :') :') :') :') un tour de la ville sa tirais pour que tu maigris,4301
:'),rire aux larmes,:') :') :') :') :') un tour de la ville sa tirais pour que tu maigris,4301
:'),rire aux larmes,:') :') :') :') :') un tour de la ville sa tirais pour que tu maigris,4301
sa,ça,:') :') :') :') :') un tour de la ville sa tirais pour que tu maigris,4301
bh,bah,bh elle a suivi ton pere majorie c'est tout,4302
toiausssi,toi aussi,michel tu vas finir plus bas que terre toiausssi,4303
av,avec,av ton petit pors en guise d'animal de compagnie,4305
pors,porc,av ton petit pors en guise d'animal de compagnie,4305
